Zeit t / s;Stromstärke I_A1 / A;Spannung U_B1 / V;Leistungsfaktor cos&j_1;Stromstärke I_A2 / A;Spannung U_B2 / V;Eisenwiderstand R_Fe / &W;Magnetisierung L_M / H;Eisenverlustleistung P_Fe / W;Phasenwinkel &j_1 / °
0;0,000929152839956915;1,04353964946235;-0,281882977203596;0;0,0346410161513775;-4,39052326503352;0,00410606923030211;-0,000273315941531821;106,37261886851
0;0,000901873050933445;1,01164470047542;-0,281463185609788;0;0,033166247903554;-4,28348909657321;0,00399949005538072;-0,0002568;106,347551619672
0;0,000894734597520404;1,00011249367259;-0,28102938517471;0;0,033166247903554;-4,37419226563277;0,00407734463266849;-0,000251475;106,321651232297
0;0,00089044932477935;0,990025252203195;-0,279814139145528;0;0,0324037034920393;-4,25661295226513;0,00394912614713048;-0,000246675;106,249112268775
0;0,000879005119439017;0,969239392513532;-0,279485239001985;0;0,0316227766016838;-4,19970381933258;0,00389135984883693;-0,000238112029566628;106,229484574876
0;0,000872582374334939;0,961197170199746;-0,278279959779249;0;0,031224989991992;-4,17737789203085;0,00385257639506303;-0,0002334;106,157574124071
0;0,000846271233116192;0,921344126806048;-0,278662358490982;0;0,03;-4,1422160856058;0,00382583959266861;-0,000217275;106,180386301521
0;0,000837317144217172;0,90626982736931;-0,276443399540047;0;0,0295803989154981;-4,17113574067453;0,00381932352997799;-0,000209775;106,048049831355
0;0,000829894571617383;0,892902570272927;-0,275500497408932;0;0,0291547594742265;-4,16360519226059;0,00379835456801776;-0,00020415;105,99184275294
0;0,000824317899842045;0,883374212890551;-0,275206235234043;0;0,0287228132326901;-4,11676646706587;0,00375128446503578;-0,0002004;105,97430480934
0;0,0008106941470123;0,864407311398972;-0,275375678644134;0;0,0278388218141501;-4,01606425702811;0,00366196045919196;-0,000192975;105,984403401563
0;0,000780576709875461;0,81599632352113;-0,271764845173603;0;0,0269258240356725;-4,18833044482958;0,00376493882049083;-0,0001731;105,769312447167
0;0,000744127005288748;0,762020340935857;-0,270086807199881;0;0,0244948974278318;-3,9177277179236;0,00349822909074017;-0,00015315;105,66943244907
0;0,000718905417979306;0,72431001649846;-0,266750964243775;0;0,0234520787991171;-3,95968322534197;0,00348865485785454;-0,0001389;105,471021376818
0;0,000715139846463613;0,71773950706367;-0,266519057252011;0;0,0234520787991171;-4,02046783625731;0,00353889367587276;-0,0001368;105,457234984102
0;0,000715768817426409;0,71596089278675;-0,264019327990292;0;0,0234520787991171;-4,0650406504065;0,00354204021874798;-0,0001353;105,308689257061
0;0,000698426803609369;0,69104992583749;-0,263546218204723;0;0,0223606797749979;-3,93081761006289;0,00341848991597523;-0,0001272;105,280586730602
0;0,00069016302421964;0,67994485070482;-0,26290678141837;0;0,0217944947177034;-3,8500506585613;0,00333952203113547;-0,000123375;105,242610430813
0;0,000681138752384564;0,665939186412693;-0,259591671636436;0;0,0212132034355964;-3,82165605095541;0,00327005269544785;-0,00011775;105,045834771183
0;0,000661021936095921;0,6380242942083;-0,25821103122299;0;0,0206155281280883;-3,90266299357208;0,0033203345830161;-0,0001089;104,963937506185
0;0,000645697297500926;0,618526474776949;-0,257648793184535;0;0,02;-3,88726919339164;0,00329952380840562;-0,0001029;104,930595465325
0;0,000632672901268894;0,599666574022598;-0,254815068307177;0;0,0193649167310371;-3,87897595034911;0,00325374290556306;-9,6675E-05;104,762627359499
0;0,000630713881248859;0,595902676617583;-0,252830901228059;0;0,0187082869338697;-3,68324125230203;0,00306385053618315;-9,5025E-05;104,645093792445
0;0,0006173734688177;0,578921410901342;-0,253909564033871;0;0,0187082869338697;-3,85674931129477;0,00322280896073019;-9,075E-05;104,708981311701
0;0,000603738353924943;0,5593076076722;-0,250314314825644;0;0,0180277563773199;-3,84501626737651;0,00316444530117379;-8,4525E-05;104,496112491118
0;0,000597933942839842;0,55294665203797;-0,249300135930184;0;0,0173205080756888;-3,63967242948135;0,00298250505159328;-8,2425E-05;104,436101711196
0;0,000589597320211006;0,540809578317544;-0,247208900864659;0;0,0173205080756888;-3,80589914367269;0,00309084677803756;-7,8825E-05;104,312410569196
0;0,000570788927713213;;-0,245748119701202;0;0,016583123951777;;;;104,226049577142
0;0,000559642743185329;0,501038172198486;-0,244336373683108;0;0,0158113883008419;-3,64896916621054;0,00292676664102703;-6,85125E-05;104,142618878429
0;0,000559240556469217;0,500896695936398;-0,244982764610485;0;0,0158113883008419;-3,64298724954463;0,00293019157980225;-6,8625E-05;104,180815173275
0;0,000559240556469217;0,500777645267837;-0,244558956875762;0;0,0158113883008419;-3,65016790772375;0,00293056478209574;-6,849E-05;104,155770957356
0;0,000559843728195646;0,500141479983414;-0,243722282240175;0;0,0158113883008419;-3,66340623511741;0,00293049437710063;-6,82425E-05;104,1063371554
0;0,000559441685969145;0,500934876006852;-0,243430853565446;0;0,0158113883008419;-3,66461448255643;0,00292773468955604;-6,822E-05;104,089121000412
0;0,000559039354607527;0,500364117418506;-0,242275191830374;0;0,0158113883008419;-3,68894791205548;0,0029323090830637;-6,777E-05;104,020863023257
0;0,000559843728195646;0,499907491442167;-0,242469654178632;0;0,0158113883008419;-3,68405540819334;0,00293091733605146;-6,786E-05;104,032347319071
0;0,000559240556469217;0,500656319245049;-0,243734253206395;0;0,0158113883008419;-3,66340623511741;0,00293064740554454;-6,82425E-05;104,107044368263
