Zeit t / s;Stromstärke I_A1 / A;Spannung U_B1 / V;Leistungsfaktor cos&j_1;Stromstärke I_A2 / A;Spannung U_B2 / V;Eisenwiderstand R_Fe / &W;Magnetisierung L_M / H;Eisenverlustleistung P_Fe / W;Phasenwinkel &j_1 / °
0;0,00857029754442633;54,0607759840719;-0,644909514413591;0;1,80678582017903;-10,925375881659;0,0293465858691986;-0,2987975;130,15889151039
0;0,00855277732669336;53,928679753912;-0,64521725522945;0;1,80054158519041;-10,8936491935484;0,0292852828087967;-0,2976;130,181966473888
0;0,00853229160308062;53,7618126554528;-0,645683668477266;0;1,79363457816803;-10,8619685497962;0,0292363070049676;-0,2961825;130,21695395388
0;0,00851748202228804;53,6004197744756;-0,645961152999758;0;1,78872859875387;-10,8493341132389;0,0292238325976893;-0,2949075;130,237777724891
0;0,00850485155661167;53,4759057894301;-0,64618403984593;0;1,78375306586983;-10,8265067415252;0,0291796185730885;-0,2938875;130,254508863179
0;0,00848866891803421;53,3416582044466;-0,646444808799756;0;1,77962777006879;-10,8198387482491;0,0291818606227555;-0,29271;130,274088897913
0;0,00846847093636153;53,1329229386075;-0,646587436068996;0;1,77409131670272;-10,8182240019248;0,0291885671425983;-0,290935;130,284800573289
0;0,00844097150806707;52,847989554949;-0,646917778539809;0;1,76615401366925;-10,8090407422488;0,0291894083521688;-0,2885825;130,309616665462
0;0,00841055883993448;52,5628909022325;-0,646969431972742;0;1,75576906226303;-10,7782170830697;0,0291101671331374;-0,286014372900535;130,313497815373
0;0,00839151357026848;52,4003816779992;-0,646828575519083;0;1,74994285620988;-10,766729073825;0,0290682537781949;-0,2844225;130,30291462936
0;0,00835389130884524;52,0950813417159;-0,647207421695771;0;1,73841163134627;-10,7294190742467;0,0289967128538961;-0,2816625;130,331382835509
0;0,00831715095450359;51,7646356115833;-0,647735865546054;0;1,72812036617824;-10,7088364754502;0,0289817867316799;-0,2788725;130,371112555659
0;0,00829231571999041;51,5267406304726;-0,648269500598776;0;1,72018894311061;-10,6828766381458;0,0289526028685212;-0,27699;130,411256346023
0;0,0082693711973765;51,2968322608716;-0,648538032566507;0;1,71281201537121;-10,6640191926719;0,028922155069944;-0,275105;130,431466272229
0;0,00824424041376766;51,041282311478;-0,648668497895115;0;1,70400264084302;-10,637645054633;0,0288606442986534;-0,2729575;130,441287387489
0;0,00822541792251312;50,8505653852541;-0,648831730567035;0;1,69866123756328;-10,6323120290362;0,0288587109294577;-0,271385;130,453577170342
0;0,00820289583013219;50,6008893202481;-0,648673764588151;0;1,69082080659069;-10,618018737407;0,0288078005899201;-0,2692475;130,441683881565
0;0,00817832501188355;50,3310788678327;-0,648176615283265;0;1,68061000830056;-10,5861959108712;0,0286834902808816;-0,266805;130,404267137199
0;0,00815184028302812;50,0956834467801;-0,648067187043245;0;1,67388022271607;-10,5869961553358;0,028677308436982;-0,2646525;130,396034077506
0;0,00812496153837051;49,8693543170553;-0,648472849862578;0;1,66486485938048;-10,5489957279189;0,0286052346204641;-0,2627525;130,426560012795
0;0,00809938269252663;49,6489929404414;-0,648683184065572;0;1,65623820750519;-10,5160004216943;0,0285317294643886;-0,2608525;130,442393016822
0;0,00807821143570778;49,4376880527397;-0,648831246055421;0;1,64923467099137;-10,496869241382;0,0284910491338067;-0,2591225;130,453540688152
0;0,00805263931888173;49,2187210317375;-0,649081862100747;0;1,64182824923924;-10,4782173503202;0,0284594037230263;-0,2572575;130,472413928479
0;0,00801046190927839;48,8041750263233;-0,649645498343311;0;1,62848856305471;-10,4418742002166;0,0284032909074083;-0,253975;130,514879298433
0;0,00798357689259645;48,5384898817423;-0,649569049279479;0;1,61912785165348;-10,414854100868;0,0283240251691338;-0,251715;130,509117912313
0;0,00795251532535461;48,205238304566;-0,649675540089025;0;1,60918457611301;-10,3972014213728;0,0282840379604207;-0,249055;130,517143452455
0;0,00790458727575324;47,7181831171305;-0,64945610534438;0;1,5946551351311;-10,3805568028738;0,0282222610000733;-0,24497;130,500607090184
0;0,00787845162452623;47,4779422469003;-0,649567610905609;0;1,58466873509892;-10,3352231219582;0,0281073547103101;-0,2429725;130,509009517727
0;0,0078632054532487;47,3168574611628;-0,648950681949779;0;1,57814764835233;-10,3149720439014;0,0280062385814951;-0,24145;130,462534432276
0;0,00784426542131257;47,1378563364946;-0,648681024791256;0;1,57257750206468;-10,3102884004044;0,0279734363789869;-0,2398575;130,44223045751
0;0,00783022988168291;47,0102648365227;-0,648571677211061;0;1,56842277463699;-10,3038870738041;0,0279479339741548;-0,23874;130,433998822655
0;0,00782575874915653;46,9882964151713;-0,648946487451773;0;1,5680720646705;-10,3040271550098;0,0279762096721837;-0,23863;130,462218558404
0;0,00783118764939265;46,9932707948702;-0,648631762905239;0;1,56819163369787;-10,3023606543642;0,0279482626326313;-0,238705;130,43852192095
0;0,00783278366865829;47,0062495844967;-0,648721149618809;0;1,56929124129334;-10,3104426371924;0,027976842467499;-0,2388525;130,445251288628
0;0,00783022988168291;47,000691484275;-0,648949600825816;0;1,56906022828953;-10,3083581506337;0,027988200613095;-0,238830467861523;130,462453016238
0;0,00783485800764762;46,9100735450287;-0,647960874481496;0;1,56574263530122;-10,2942504120346;0,0278764542134127;-0,2381475;130,38803639631
0;0,0078687260722432;47,4899463044548;-0,647831073485248;0;1,58274287235798;-10,3479149885371;0,028012102226292;-0,242085;130,378273014619
0;0,00765230847522497;45,4697151959411;-0,64932062742414;0;1,51903752422381;-10,2132297614305;0,0277573231812881;-0,22593;130,490399657357
0;0,00752137454193048;44,2717178343014;-0,650533174171733;0;1,4747965961447;-10,0408670131303;0,0273771662322409;-0,21661725;130,581812991457
0;0,00748920723441407;43,9243668138768;-0,64941513715989;0;1,46914941377656;-10,1034144195066;0,0274657803221973;-0,21363075;130,497520224207
0;0,00741421944644209;43,2065388569832;-0,64933885069204;0;1,43705427872436;-9,92796054054834;0,0269833331754468;-0,208011;130,491772578771
0;0,00730633971287949;42,1776303269873;-0,648346134244348;0;1,40016963258028;-9,81233451953733;0,0265986933331194;-0,199797;130,417023235157
0;0,00719287147111639;41,1419190121219;-0,648212243732829;0;1,3627453907462;-9,68111476896851;0,0262336431442012;-0,1918245;130,406947934511
0;0,00714883382098087;40,6819984759844;-0,647705694244523;0;1,3590713741375;-9,80549074568074;0,0265348936981197;-0,1883715;130,368843572068
0;0,00711684796802629;40,349783146877;-0,647106604465513;0;1,34752550996261;-9,77168065157991;0,0264013062002474;-0,18582525;130,323805803
0;0,00706831132591088;39,8774685756255;-0,646420694551205;0;1,32731872585299;-9,66923109642064;0,0260769203338932;-0,18220425;130,272278023415
0;0,00702067304465889;39,4046951517202;-0,646000821331515;0;1,31582673631447;-9,68807791197693;0,0260986160247642;-0,1787145;130,240755150152
0;0,00692879859715954;38,4916549397399;-0,644933084360301;0;1,28483461970792;-9,59743727262553;0,0257812311688724;-0,17200425;130,160658550306
0;0,00690109230484566;38,263036993945;-0,644869899737482;0;1,26944869923916;-9,46369924052565;0,0254177119212372;-0,17028225;130,155921700014
0;0,00679251610229965;37,2336877034763;-0,643988879112498;0;1,24740731118589;-9,55369723984859;0,0255995044223698;-0,1628715;130,089907367041
0;0,00668956276598105;36,1493084304527;-0,641399728653451;0;1,20934899842849;-9,42924240153057;0,0250931985348106;-0,15510525;129,896273098824
0;0,00659508908203672;35,2089122240378;-0,639163311298684;0;1,17547862592222;-9,30988596358246;0,0246293345806489;-0,1484175;129,72945798795
0;0,00657973593695066;35,0497503557443;-0,638555684592434;0;1,17052338720762;-9,30396400984637;0,0245741458348294;-0,1472625;129,684204656061
0;0,00655022709529983;34,7291304238963;-0,637529219345257;0;1,15931013969516;-9,26720794332109;0,0244107378976155;-0,1450275;129,607825371557
0;0,00645836666658064;33,8136067286529;-0,634990952431934;0;1,13142609126712;-9,23146540611777;0,0241541427269173;-0,13866975;129,419313429096
0;0,00643536712239481;33,5700759605932;-0,633818669715532;0;1,12079213059336;-9,17401544613026;0,0239297082796708;-0,1369275;129,332422374533
0;0,00638286573570211;33,0435697224135;-0,631789866510666;0;1,09913602433912;-9,06624729830541;0,0235224832885203;-0,133252486971738;129,182299437629
0;0,00635141519663138;32,7087908672883;-0,630777723602658;0;1,09297758439961;-9,11614383910533;0,023588977685167;-0,13104225;129,10752490842
0;0,00625854216251676;31,817015887729;-0,62833662222991;0;1,0666184884953;-9,0927073717526;0,0233776872072037;-0,1251195;128,927507882774
0;0,00614851811414751;30,7633710766554;-0,624360477158923;0;1,03;-8,98327437768449;0,0228563120821595;-0,11809725;128,635263557519
0;0,00608225492724532;30,1643829706493;-0,622573592465787;0;1,01196590851669;-8,96565460244086;0,0227047796680695;-0,114222;128,504316363582
0;0,00599129368333751;29,3066545344227;-0,618637068618032;0;0,962860322165162;-8,5350051669417;0,0213923592875564;-0,10862325;128,216674172392
0;0,00591532754798921;28,5689516783518;-0,615214534936575;0;0,943477609697231;-8,56176900584795;0,021268095100888;-0,103968;127,967510433057
0;0,00578012110599769;27,3584082139294;-0,610700055568631;0;0,913016976841066;-8,63181220423928;0,021190605720396;-0,096573;127,640138769882
0;0,00571631874548647;26,7628473821453;-0,607383211072069;0;0,886086903187266;-8,44969624571542;0,0205647137545521;-0,0929205;127,400531647658
0;0,00569030095864885;26,5288993363841;-0,605942385585862;0;0,873970823311625;-8,35041515663349;0,0202468513311273;-0,0914715;127,296685761463
0;0,00555729250624798;25,3994586556485;-0,60213717678301;0;0,84924966882537;-8,48569882225595;0,0203718027467724;-0,084993;127,023115488685
0;0,00551067827041282;24,961370154701;-0,599327914761449;0;0,834610687686181;-8,44947840853954;0,0201369661851436;-0,08244;126,8217782354
0;0,00541184118392253;24,0700540090794;-0,594607186370589;0;0,80422322771728;-8,35027854703669;0,0196575401413553;-0,0774555;126,484634370783
0;0,00538247155124855;23,8094519046533;-0,593018394835018;0;0,795440129739505;-8,3256028158821;0,0195186152707135;-0,0759975;126,371496510739
0;0,0053763858678484;23,7353112471693;-0,592194078234094;0;0,789604331295111;-8,2502977371973;0,0193006462894398;-0,07557;126,312861726134
0;0,00530016037493206;23,0932890684718;-0,589757757486197;0;0,771945593937811;-8,25514907823967;0,019190038827162;-0,07218525;126,139819822312
0;0,00511064330588626;21,5175509758894;-0,581955139792069;0;0,720034721385018;-8,10119263868869;0,0184541003340401;-0,06399675;125,588174575966
0;0,00486626910476599;19,5754310297372;-0,56737103838155;0;0,635590276829342;-7,47446084196588;0,0163932954794377;-0,0540473765989721;124,567102977128
0;0,00475481072178483;18,5957656470499;-0,562334515213278;0;0,621087755474216;-7,75825225632904;0,0167943581298132;-0,04972125;124,217399267356
0;0,00463873635810444;17,6750530409388;-0,554995112804839;0;0,591840350094517;-7,69767492967651;0,0163480048278266;-0,045504;123,710378164259
0;0,00458938721399709;17,2943632435542;-0,552059438832457;0;0,57918045547135;-7,65566072722501;0,0161349299703733;-0,04381725;123,508414114672
0;0,00454183057808193;16,9231350523477;-0,548951279840303;0;0,552652693832211;-7,23867420337255;0,0151330045268548;-0,0421935;123,295096095711
0;0,00442372863091759;16,0153832298824;-0,540123320321046;0;0,535023363975817;-7,48043327714842;0,0152821400801939;-0,0382665;122,692034188762
0;0,00439947724167315;15,8022941372448;-0,536324319485606;0;0,52770730523653;-7,46857085386704;0,0151070379473852;-0,03728625;122,43376814526
0;0,00423539549511023;14,6059919211261;-0,524399794537458;0;0,488313423939994;-7,35037992632666;0,0144100264745287;-0,0324405;121,627846500837
0;0,00420056246233763;14,3582728766381;-0,521518458607342;0;0,480312398340913;-7,33446195665133;0,0142701873102154;-0,03145425;121,434161920048
0;0,0041272902732907;13,8689401181201;-0,515896419054216;0;0,463761792302902;-7,28314793179933;0,0139617761104873;-0,0295305;121,057391724143
0;0,00403229463209225;13,209371673172;-0,5076263546838;0;0,441389850359067;-7,20553290246225;0,0135138453068123;-0,02703825;120,505851364197
0;0,00391275797871527;12,4363378854066;-0,499179206094852;0;0,416323191763322;-7,13557909037577;0,0130852099453246;-0,02429025;119,945711553374
0;0,00387104637016918;12,1664497697562;-0,49603592499;0;0,406448028658032;-7,07138805954177;0,0128590811518449;-0,02336175;119,738083626088
0;0,00376368502932963;11,4935851673879;-0,486791712110561;0;0,383666521865018;-6,99030048319502;0,012400239112487;-0,02105775;119,12992734424
0;0,00372752263574616;11,0864782505537;-0,480801296959585;0;0,369898634763634;-6,88629982288848;0,0120198570157578;-0,0198691610181167;118,737749065357
0;0,00363099160010045;10,6685284833476;-0,47456152841929;0;0,356335516051937;-6,90710293337685;0,0118538385772415;-0,01838325;118,330805028183
0;0,00359649829695497;10,4672107077292;-0,471811817477394;0;0,349392329623877;-6,87301185147651;0,0117073434803754;-0,0177615;118,151969938865
0;0,00352841324110428;10,081170566953;-0,466650267326222;0;0,336489227167825;-6,82119404783421;0,0114563305426543;-0,016599;117,817076899936
0;0,00342673678592331;9,50289429595005;-0,457753586307089;0;0,317647603485372;-6,76897274633124;0,0110937162505851;-0,01490625;117,242245264604
0;0,00337956358129271;9,2255081160877;-0,452936794429443;0;0,30335622624235;-6,51654362950767;0,0105384255408873;-0,01412175;116,932262333454
0;0,00323979165996828;8,51865599728032;-0,443309395344744;0;0,285875847178456;-6,67974417131531;0,0105158173956014;-0,01223475;116,315225004697
0;0,00314939279862008;8,07960395068966;-0,437753171264065;0;0,271937492817743;-6,63883652033396;0,0102891272163244;-0,011139;115,960612269864
0;0,00306558314191607;7,63953532618313;-0,427429882426469;0;0,254950975679639;-6,49334432206988;0,00977247388694566;-0,01001025;115,304564256542
0;0,00301141577999452;7,36596904690754;-0,421727163029752;0;0,241453929352993;-6,23212806328336;0,00922691144438895;-0,00935475;114,943678620669
0;0,00286382174724615;6,70186541195808;-0,410385107870944;0;0,224276614920058;-6,38608519012251;0,00914821067396052;-0,0078765;114,229028969817
0;0,00284276713784299;6,6007575322837;-0,407326812439188;0;0,219943174479228;-6,32911392405063;0,00898553057944481;-0,00764325;114,037019592326
0;0,00281416950448973;;-0,403193698730182;0;0,21242645786248;;;;113,777984435623
0;0,00279366694507416;;-0,403193698730182;0;0,209463600656534;;;;113,777984435623
0;0,00266831407446725;5,85937709999962;-0,392546152876693;0;0,194935886896179;-6,19162257172302;0,00841195021765941;-0,006137325;113,113021523079
0;0,00259400269853368;5,55931650475128;-0,386814065469162;0;0,184932420089069;-6,13101000322685;0,00818638202072946;-0,0055782;112,756405927907
0;0,00257598524840497;5,4825769488444;-0,384679999625762;0;0,182208671582886;-6,11097306202086;0,00810676692125523;-0,00543285;112,623875687871
0;0,00248733290896092;5,14755767330488;-0,377715342255807;0;0,171026313764871;-6,0481994975342;0,00785379163601195;-0,00483615;112,192237311077
0;0,00241616431560438;4,88776789547131;-0,372280284471917;0;0,162480768092719;-6,00477652678267;0,00766700110505861;-0,0043965;111,856317240122
0;0,00240159322117631;4,83137402816218;-0,370320331725782;0;0,158113883008419;-5,81824952144897;0,00738349438894819;-0,004296825;111,735374322322
0;0,00224554559071955;4,31137159150078;-0,361087414211112;0;0,143090880212542;-5,85698654823969;0,00721914530181493;-0,003495825;111,166992875337
0;0,00220071011266818;4,0655534678565;-0,356545392735667;0;0,135;-5,7130785061867;0,00694019757156362;-0,0031900489342592;110,888187692981
0;0,00207390935192452;3,75650435910835;-0,348937529882097;0;0,124799839743487;-5,7293678382902;0,00679063010555914;-0,00271845;110,422343464984
0;0,00204060652748147;3,64796175966799;-0,345597949715889;0;0,121449578014911;-5,73338775192895;0,00672148793747004;-0,00257265;110,218301106274
0;0,00197636029104007;3,46409078980329;-0,341601783219603;0;0,11379806676741;-5,53725155758583;0,00640650519482919;-0,00233870537853007;109,974493438745
0;0,00189124958691337;3,21490279790852;-0,336416650948674;0;0,107004672795163;-5,59772180055977;0,00636550774387258;-0,002045475;109,658706799895
0;0,00185709450486506;3,12468398402142;-0,335474042931811;0;0,104043260233424;-5,56069245389634;0,00630343145033125;-0,0019467;109,601366821016
0;0,00183233457643521;3,04802805105202;-0,3325644779882;0;0,101488915650922;-5,5454606635709;0,00622483221357191;-0,001857375;109,424502984869
0;0,00178682679630679;2,92792161780332;-0,331671103719824;0;0,0974679434480896;-5,47487321346242;0,00612704444628597;-0,0017352;109,370236106212
0;0,00177311167161011;2,89309522829789;-0,331593108503002;0;0,0963068014212911;-5,45267489711934;0,00610058956785059;-0,001701;109,365499244745
0;0,00173799453393847;2,80323473865461;-0,330110386644764;0;0,093407708461347;-5,42498290120002;0,0060391391217423;-0,0016083;109,275475646052
0;0,00168754999925928;2,67037918655759;-0,326585639179712;0;0,0888819441731559;-5,36785065144643;0,00590407153898525;-0,001471725;109,061668165755
0;0,00165700784548535;2,59699345397712;-0,326736477859505;0;0,0866025403784439;-5,33418680322185;0,00587007840915616;-0,001406025;109,070812213793
0;0,00165183988328167;2,57978196753136;-0,325827033162296;0;0,0857321409974112;-5,29357748609086;0,00580724598588602;-0,001388475;109,015688064752
0;0,00163575670562587;2,53260241648783;-0,322722644272975;0;0,0841130192063036;-5,29189573282471;0,00574362373992685;-0,00133695;108,827659034002
0;0,00160996894379985;2,47122439288706;-0,322123803196979;0;0,0821583836257749;-5,26685393258427;0,00570460756906499;-0,0012816;108,791412228758
0;0,00157949358973058;2,39831190632078;-0,321927645640758;0;0,0798435971133565;-5,22755227552275;0,00565819267617062;-0,0012195;108,77954085127
0;0,00156568675027925;2,35910470306004;-0,319564635019685;0;0,0784219357067906;-5,21031897318592;0,00559341684930879;-0,00118035;108,636597906447
0;0,00153484526907438;2,28822529485189;-0,318273678249942;0;0,0753325958665968;-5,07693684022187;0,00542572275288466;-0,0011178;108,558556343943
0;0,00149932484805662;2,20433663490856;-0,316496132410372;0;0,0729725975966321;-5,09070050907005;0,00540665439091515;-0,001046025;108,451157590342
0;0,00148181476575178;2,16286268634881;-0,315565377257178;0;0,0719374728496908;-5,11679644048943;0,00541661815212716;-0,001011375;108,39494846871
0;0,00144973273398927;2,0919488521472;-0,313896545673364;0;0,069462219947249;-5,06841040993723;0,0053339121468114;-0,000951975;108,294212117321
0;0,00143098742132836;2,05050603510451;-0,312396870565404;0;0,0681909084849293;-5,0728195058092;0,00531028103023661;-0,00091665;108,203736561755
0;0,00138219933439428;1,94306458976535;-0,309723424094308;0;0,0642261628933257;-4,95897574610044;0,00514194712619632;-0,000831825;108,042563538474
0;0,00135066650213885;1,87949461292125;-0,309061744153537;0;0,0622494979899437;-4,93897970238664;0,00510911576362613;-0,000784575;108,002695941833
0;0,00133103343308874;1,83723977749231;-0,308136298831306;0;0,06;-4,77754553598089;0,00492576696154601;-0,000753525;107,946951043339
0;0,00129339669088799;1,74864233049529;-0,305612417678016;0;0,0578791845139511;-4,84664351851852;0,00495184339245833;-0,0006912;107,795012206024
0;0,00128685663537163;1,73831815269818;-0,304765438570159;0;0,0574456264653803;-4,84048404840484;0,00493043849177259;-0,00068175;107,744052690166
0;0,00126160611919886;;-0,304521460374858;0;0,0559016994374947;;;;107,729376140982
0;0,00123064007735812;1,62291404578308;-0,302933112501462;0;0,053851648071345;-4,79319036403454;0,00484993673367578;-0,000605025;107,633858132626
0;0,00122606076521517;1,61366043515976;-0,302623916084941;0;0,0533853912601566;-4,7601152448954;0,00481105810131984;-0,000598725;107,615269972195
0;0,00122670289801565;1,6135907163838;-0,302364901533282;0;0,0533853912601566;-4,76190476190476;0,004808332759821;-0,0005985;107,599700101083
0;0,00122578546246886;1,5844715207286;-0,300570650314198;0;0,0531507290636732;-4,83919337772969;0,00485448969300234;-0,000583774976424966;107,491880918932
0;0,00119341945685497;1,54597056893073;-0,299635550050853;0;0,0509901951359278;-4,70311581422692;0,00470185368111617;-0,000552825;107,435714736997
0;0,00118005296491302;1,52004934130442;-0,300378193536095;0;0,0502493781056045;-4,68634001484781;0,00469784436252084;-0,0005388;107,480319712988
0;0,00117738056719142;1,51278716282232;-0,299515552386286;0;0,05;-4,68625521345893;0,00468293641794033;-0,000533475;107,428508409222
0;0,00115587629095851;1,47118999452824;-0,297483648372359;0;0,0484767985741633;-4,6454163577959;0,00460756546668954;-0,000505875;107,306527727778
0;0,00110542978067356;1,37768828114345;-0,295629304772401;0;0,0452769256906871;-4,55327891609751;0,00448532225960572;-0,000450225;107,195277068607
0;0,00110298458738098;1,37045612844775;-0,294523921615671;0;0,0452769256906871;-4,60467205750225;0,00451737381059023;-0,0004452;107,128991831167
0;0,00107173924067377;1,31245952318538;-0,292830791414351;0;0,0433012701892219;-4,55207574654042;0,00443768674722781;-0,0004119;107,027507613331
0;0,00106288522428341;1,29732416920367;-0,292840699640273;0;0,0430116263352131;-4,58147597820703;0,004466513479644;-0,0004038;107,028101340206
0;0,00105694134179717;1,28406580828243;-0,291117868206765;0;0,0421307488658818;-4,49253353581372;0,00435164205755533;-0,0003951;106,924893013496
0;0,00104731800328267;1,25997023774373;-0,287589432995522;0;0,0415331193145904;-4,54545454545455;0,00434469507312811;-0,0003795;106,713693797722
0;0,00103771383338568;1,24305068279616;-0,287515403440025;0;0,0409267638593622;-4,51634647792383;0,00431566124914152;-0,000370875;106,709265173241
0;0,0010259385946537;1,22314144725784;-0,287603418475583;0;0,04;-4,43330783283625;0,00423772620532899;-0,000360904331557862;106,71453045402
0;0,0010175706363688;1,20838735511424;-0,287040017576435;0;0,0396862696659689;-4,46238844028899;0,00425641684714735;-0,00035295;106,680828904761
0;0,000996004518062042;1,17093979349922;-0,287842864107015;0;0,038405728739343;-4,39380399165922;0,00420377757636502;-0,0003357;106,728855429402
0;0,000993742924503113;1,16660833187493;-0,286528496143028;0;0,0380788655293195;-4,36516896214345;0,00415560053792326;-0,000332175;106,650235828807
0;0,000991589632862304;1,16316378898245;-0,286440435339125;0;0,0380788655293195;-4,38895194854332;0,00417684279630451;-0,000330375;106,64496958103
0;0,000979030132324843;1,14189535422472;-0,286730186091985;0;0,0374165738677394;-4,36749337076899;0,0041610021470642;-0,00032055;106,662297918195
0;0,000973729942027049;1,1326407197342;-0,28711031570021;0;0,0370809924354783;-4,34233380704248;0,00414300910511199;-0,00031665;106,685033677615
0;0,000968749193548051;1,12274217877481;-0,285752223078216;0;0,0367423461417477;-4,34362934362934;0,00412289449641742;-0,0003108;106,603817813556
0;0,000963392443399885;1,11158670377079;-0,284902085829745;0;0,0364005494464026;-4,34283841363487;0,00410879489721569;-0,0003051;106,55299587655
0;0,000950342043687429;1,09040130227362;-0,284293177696585;0;0,0357071421427143;-4,32790224032587;0,00408514192974541;-0,0002946;106,516603059742
0;0,000934103848616416;1,06199105457626;-0,283590910867363;0;0,035;-4,3543943837199;0,00409910595716272;-0,000281325;106,4746389511
0;0,000930846389046012;1,0581115253129;-0,282504720956851;0;0,0346410161513775;-4,31266846361186;0,00404292522097869;-0,00027825;106,409751321525
