Zeit t / s;Spannung U_1 / V;Stromstärke I_1 / A;Phasenverschiebung &j_1 / °;Spannung U_A2 / V;Spannung U_B2 / V;Leistungsfaktor cos&j_2;Anzahl n_0;Frequenz f_0 / Hz;Frequenz f_1 / Hz;Frequenz f / Hz;Phasenverschiebung &j_2 / °;Leistung P / mW;Impedanz Z / k&W;Admittanz Y / 1/k&W
54,5;7,06870744903197;0,00223606797749979;-68,1604888169979;0,676057504950577;1,68384470780414;-0,854656437407102;50;36,49635036;2007,29927;1533,80781158531;31,2781998264465;0,097292025;4,01496350475341;0,249068266452753
56,6;7,07957449286325;0,0013228756555323;-61,2301153023611;0,667914478058381;1,68421413424778;-0,870344850532823;50;36,49635036;2007,29927;1564,97407576665;29,5012618891713;0,09790605;3,96573371803872;0,25216014767995
58,699;7,06875165782474;0,0014142135623731;-64,1260378851819;0,645519558185498;1,69013993503497;-0,896188152479952;50;36,49635036;2007,29927;1594,73762699382;26,3385455950099;0,097775775;3,81932610906648;0,261826293812973
60,799;7,06906464816952;0,00173205080756888;-71,3522542608134;0,647579724821585;1,68926973867408;-0,899568622927791;50;36,49635036;2007,29927;1623,16159774943;25,8985775476106;0,098407125;3,83348916988162;0,260858960514783
62,899;7,0797775388779;0,00217944947177034;-78,7225389789309;0,63704101123868;1,69091787204465;-0,915209213570349;50;36,49635036;2007,29927;1650,30627908633;23,7645443646792;0,098584875;3,76742727586393;0,265433126315805
65;7,07906596946236;0,0016583123951777;-71,0229336103898;0,630091064846979;1,69196210063937;-0,925047428869312;50;36,49635036;2007,29927;1676,22924851298;22,324492055643;0,0986184;3,72402587864631;0,268526597984733
67,1;7,06934226077646;0,00217944947177034;-79,6427509929808;0,614472944888544;1,69665052382628;-0,944153444985432;50;36,49635036;2007,29927;1700,98549212309;19,2388007419634;0,098432325;3,62168246353283;0,276114764358588
69,201;7,07284596184591;0,00217944947177034;-79,5345653965765;0,609856540507684;1,69754410841074;-0,951142991524711;50;36,49635036;2007,29927;1724,62752122849;17,9839594543224;0,098467875;3,59258140914312;0,278351381949203
71,299;7,07906067215136;0,00173205080756888;-72,0316777923849;0,604890692604871;1,69801060067362;-0,959292553486596;50;36,49635036;2007,29927;1747,20548374265;16,4043464315133;0,098529975;3,56234933023918;0,280713626682103
73,4;7,07966277445473;0,0015;-67,4497941062363;0,602234588843916;1,69904186234477;-0,967719092646946;50;36,49635036;2007,29927;1768,76727055114;14,5977445051554;0,099019125;3,54455415249626;0,282122929140678
75,501;7,07934848697251;0,00244948974278318;-78,4989809860843;0,59737488229754;1,70028490259721;-0,97365113112688;50;36,49635036;2007,29927;1789,35861709463;13,1818648889915;0,098894475;3,5133810891636;0,284626112175626
77,6;7,07858213203746;0,00206155281280883;-72,1215176620546;0,601075286465847;1,69938084313082;-0,968914145617443;50;36,49635036;2007,29927;1809,02320037986;14,3235456367555;0,0989703;3,53702519888638;0,282723459339461
79,7;7,06870214395825;0,00180277563773199;-67,5566535111085;0,593846571093915;1,69915111158484;-0,981206736900657;50;36,49635036;2007,29927;1827,80273162445;11,1255434359651;0,0990072;3,49496031897963;0,28612628148292
81,799;7,07602996036619;0,00187082869338697;-68,3103517144426;0,592625303205997;1,70029548902536;-0,980715914622268;50;36,49635036;2007,29927;1845,73704473199;11,2703537559696;0,098820675;3,48542536889102;0,286909026635729
83,899;7,07225211654675;0,00187082869338697;-68,4262925097056;0,588086090636396;1,70124799779456;-0,989398807359602;50;36,49635036;2007,29927;1862,86418078508;8,35024871459638;0,0989874;3,45679225720631;0,289285535720384
86;7,06835553718119;0,00187082869338697;-68,7512342384817;0,58678765324434;1,70184635029135;-0,991845590628326;50;36,49635036;2007,29927;1879,22046873556;7,32199529559168;0,099047925;3,447947302316;0,290027634508305
88,1;7,06911062298504;0,00187082869338697;-69,125012138252;0,587820125548624;1,70149199234084;-0,991803416996888;50;36,49635036;2007,29927;1894,84060246311;7,34093099693982;0,099197325;3,45473342334057;0,289457934219725
90,199;7,0688011713444;0,00187082869338697;-69,1472384880457;0,586020264154747;1,70122353028636;-0,99192592327047;50;36,49635036;2007,29927;1909,75771436557;7,28579102593025;0,0988902;3,44469879308631;0,29030114389306
92,299;7,06883653793183;0,0016583123951777;-68,4014766188528;0,587065584070468;1,7013121406726;-0,992811437382776;50;36,49635036;2007,29927;1924,00344563728;6,87415256418794;0,0991602;3,45066357922054;0,289799331937739
94,4;7,07231044284681;0,0016583123951777;-68,9763201161745;0,584717239355913;1,70145033721234;-0,99535179830404;50;36,49635036;2007,29927;1937,60801338421;5,52647844165048;0,0990243;3,43658128931294;0,290986860433011
96,499;7,07537631508035;0,0016583123951777;-69,6643822539111;0,584370815493039;1,70197062254317;-0,996467650953082;50;36,49635036;2007,29927;1950,60027471856;4,81722973988289;0,099106875;3,43349531274425;0,291248395268885
98,501;7,06775070301719;0,00173205080756888;-70,3329076376988;0,5845748455074;1,70252973542314;-0,996470951337764;50;36,49635036;2007,29927;1963,00778796852;4,81497744344293;0,099174375;3,43356614186894;0,291242387267858
100,6;7,07640268780685;0,00173205080756888;-70,7297753634549;0,58429380451961;1,70201755278845;-0,996838481802703;50;36,49635036;2007,29927;1974,85687113319;4,55721962279043;0,099133425;3,4329481712004;0,29129481429087
102,699;7,06939530653082;0,00173205080756888;-70,4742614922905;0,583133561030404;1,70211405317035;-0,998180382630688;50;36,49635036;2007,29927;1986,1726577066;3,45695354325628;0,099075375;3,42593705718052;0,291890943502325
104,801;7,07596283201092;0,00173205080756888;-70,6913825631213;0,582957974471574;1,70218146799923;-0,998257824938451;50;36,49635036;2007,29927;1996,97914998921;3,38256848411743;0,09905715;3,42476983465689;0,291990425131791
106,899;7,07905360906386;0,00173205080756888;-70,4524011785834;0,581193384339499;1,70047147873759;-0,99813845134381;50;36,49635036;2007,29927;2007,29927;0;0,0986463;3,41783670944584;0,292582731420816
108,999;7,07527207957404;0,00173205080756888;-70,3174379656949;0,582359425097594;1,70193757229811;-0,99795600277436;50;36,49635036;2007,29927;2017,61939001079;-3,66396894222154;0,09891135;3,42174375004389;0,292248652455981
111;7,06851115865286;0,00173205080756888;-70,2481169161409;0,583006217805608;1,70228985487196;-0,997549417346878;50;36,49635036;2007,29927;2028,4258822934;-4,01200104192938;0,09900135;3,42483517796362;0,291984854171754
113,099;7,07541694884478;0,00180277563773199;-70,4062717548712;0,583031302761696;1,70269558347933;-0,998286459448786;50;36,49635036;2007,29927;2039,74166886681;-3,3546472376772;0,099102375;3,42416641247355;0,292041881012909
115,1;7,0689850756668;0,00173205080756888;-70,0255963071556;0,583123914789987;1,7019408773515;-0,995555231193597;50;36,49635036;2007,29927;2051,59075203148;-5,40409793816065;0,098803125;3,42622897510649;0,291866074119848
117,2;7,07591160204818;0,00173205080756888;-69,8718094389675;0,583654221264611;1,70123212701853;-0,993793818153285;50;36,49635036;2007,29927;2063,99826528144;-6,38667392774602;0,0986769;3,43077356696458;0,291479452223005
119,3;7,06939530653082;0,00180277563773199;-70,8654537317472;0,583920157213296;1,70020219385813;-0,992712317598325;50;36,49635036;2007,29927;2076,99052661579;-6,92143990065833;0,098554725;3,4344159731276;0,291170320608932
121,301;7,07247834920688;0,004;-73,7317271252149;0,585317221684105;1,7020268064869;-0,993265228685174;50;36,49635036;2007,29927;2090,59509436272;-6,65339179028115;0,098951625;3,43894243882233;0,290787071255095
123,399;7,07574201055974;0,00403112887414927;-73,8213914700755;0,58539601980198;1,70120369150787;-0,992913920376618;50;36,49635036;2007,29927;2104,84082563443;-6,82491790653009;0,0988821;3,44106953637699;0,290607321191444
125,5;7,0786474696795;0,00403112887414927;-73,7131954082284;0,586200690890074;1,70144240278653;-0,990220731933207;50;36,49635036;2007,29927;2119,75793753689;-8,01946443192713;0,0987633;3,44531610314887;0,290249129560577
127,599;7,0793078757743;0,00406201920231798;-73,8886748254409;0,589058995347665;1,69964893433909;-0,982761080836;50;36,49635036;2007,29927;2135,37807126444;-10,654143092328;0,0983934;3,46576862695896;0,288536283761519
129,6;7,07937850379537;0,00409267638593622;-73,8121044416255;0,59003601584988;1,70064281964203;-0,981349653088494;50;36,49635036;2007,29927;2151,73435921492;-11,0830268628259;0,0984726;3,46948817844112;0,288226951229824
